,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,09/11/2020 02:49,photo,Studying,negative,10
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,29/09/2020 16:00,photo,Studying,negative,15
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,29/11/2020 21:33,photo,Studying,negative,10
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13/02/2021 07:54,photo,Studying,positive,70
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14/07/2020 05:28,photo,Studying,positive,30
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23/08/2020 10:30,photo,Studying,neutral,20
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10/05/2021 09:27,photo,Studying,negative,12
45,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/03/2021 03:59,photo,Studying,negative,5
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25/06/2020 17:01,photo,healthy eating,negative,10
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/09/2020 00:11,photo,healthy eating,positive,45
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/08/2020 18:17,photo,healthy eating,neutral,35
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11/02/2021 04:53,photo,healthy eating,negative,15
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,08/03/2021 10:40,photo,healthy eating,negative,5
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28/03/2021 21:15,photo,healthy eating,negative,0
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/05/2021 01:00,photo,healthy eating,negative,5
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15/03/2021 12:17,photo,healthy eating,positive,50
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,05/05/2021 16:26,photo,healthy eating,positive,65
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31/08/2020 00:21,photo,healthy eating,positive,65
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16/06/2021 03:02,photo,healthy eating,positive,60
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,07/07/2020 10:52,photo,healthy eating,neutral,20
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/08/2020 07:59,photo,healthy eating,neutral,35
60,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23/09/2020 11:15,photo,healthy eating,positive,65
61,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24/03/2021 05:56,photo,healthy eating,positive,50
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,07/12/2020 19:13,photo,healthy eating,negative,5
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,03/08/2020 16:41,photo,healthy eating,positive,75
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/01/2021 15:36,photo,healthy eating,positive,72
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20/09/2020 08:48,photo,healthy eating,negative,15
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/07/2020 14:06,photo,healthy eating,positive,70
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24/10/2020 12:15,photo,healthy eating,positive,72
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,06/06/2021 01:27,photo,healthy eating,positive,30
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25/12/2020 00:09,photo,healthy eating,positive,60
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14/06/2021 07:56,photo,healthy eating,positive,50
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,05/06/2021 18:00,photo,healthy eating,positive,50
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/2020 23:37,photo,healthy eating,negative,5
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09/05/2021 02:42,photo,healthy eating,positive,30
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/05/2021 08:38,photo,healthy eating,negative,10
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12/11/2020 08:00,photo,healthy eating,neutral,35
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21/06/2020 16:57,photo,healthy eating,positive,60
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,04/03/2021 23:58,photo,healthy eating,positive,75
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,09/07/2020 16:47,photo,healthy eating,positive,70
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,01/08/2020 19:16,photo,healthy eating,negative,5
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/11/2020 22:46,photo,healthy eating,negative,10
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11/12/2020 14:08,photo,healthy eating,negative,15
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/04/2021 23:41,photo,healthy eating,negative,10
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/2020 00:33,photo,healthy eating,positive,70
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,09/06/2021 10:13,photo,healthy eating,positive,30
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29/10/2020 19:41,photo,healthy eating,positive,65
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14/05/2021 12:47,photo,healthy eating,positive,60
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,04/08/2020 05:40,photo,healthy eating,negative,0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,07/08/2020 04:09,photo,healthy eating,positive,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23/10/2020 21:19,photo,healthy eating,positive,72
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14/11/2020 23:53,photo,healthy eating,positive,72
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,04/08/2020 19:26,photo,healthy eating,negative,12
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12/11/2020 04:54,photo,healthy eating,positive,30
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,03/04/2021 12:17,photo,technology,negative,12
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/09/2020 22:15,photo,technology,positive,70
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27/10/2020 05:45,photo,technology,positive,60
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15/10/2020 09:11,photo,technology,negative,15
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,07/05/2021 09:16,photo,technology,positive,60
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/09/2020 08:39,photo,technology,negative,5
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29/10/2020 15:38,photo,technology,neutral,20
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,24/05/2021 18:03,video,food,negative,15
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25/02/2021 20:02,GIF,cooking,positive,30
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,02/05/2021 03:45,GIF,cooking,negative,5
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/01/2021 08:49,GIF,cooking,positive,70
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15/02/2021 13:06,GIF,cooking,neutral,35
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,04/11/2020 21:25,GIF,cooking,negative,10
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23/06/2020 22:12,GIF,cooking,positive,65
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/02/2021 04:01,GIF,cooking,positive,70
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,03/01/2021 08:44,GIF,cooking,positive,30
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25/11/2020 12:45,GIF,cooking,positive,72
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,03/12/2020 16:47,GIF,cooking,positive,50
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22/05/2021 21:03,GIF,cooking,positive,50
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/01/2021 13:39,GIF,cooking,positive,70
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,06/01/2021 00:35,GIF,cooking,neutral,20
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14/05/2021 14:33,GIF,cooking,positive,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27/05/2021 15:21,GIF,cooking,negative,12
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21/07/2020 02:12,GIF,cooking,neutral,35
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26/05/2021 06:09,GIF,cooking,negative,10
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25/02/2021 03:16,GIF,cooking,negative,10
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,07/12/2020 22:50,GIF,cooking,positive,45
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24/10/2020 14:06,GIF,cooking,neutral,20
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,01/09/2020 21:18,GIF,cooking,neutral,35
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10/05/2021 22:07,GIF,cooking,positive,72
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/02/2021 16:37,video,dogs,positive,70
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28/04/2021 15:22,video,dogs,positive,60
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24/01/2021 00:38,video,dogs,positive,45
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18/03/2021 01:53,video,dogs,negative,12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14/01/2021 07:21,video,dogs,negative,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23/12/2020 04:11,video,dogs,positive,60
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21/05/2021 07:23,video,dogs,negative,5
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28/03/2021 23:25,video,dogs,positive,50
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16/09/2020 07:33,video,dogs,neutral,35
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,08/11/2020 10:53,video,dogs,neutral,20
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,06/03/2021 05:23,video,dogs,positive,60
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13/01/2021 23:35,video,dogs,negative,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,06/09/2020 22:35,video,dogs,positive,70
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24/06/2020 09:31,video,dogs,positive,30
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07/02/2021 21:39,video,dogs,negative,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21/01/2021 18:28,video,dogs,positive,45
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27/02/2021 00:21,video,dogs,negative,10
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22/08/2020 12:06,video,dogs,negative,12
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,03/08/2020 06:29,video,dogs,positive,70
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02/08/2020 06:20,video,dogs,negative,15
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,04/06/2021 04:57,video,dogs,positive,70
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21/10/2020 09:07,video,dogs,positive,75
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26/12/2020 19:46,video,dogs,negative,10
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,02/03/2021 22:47,video,dogs,negative,15
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31/03/2021 09:48,video,dogs,neutral,20
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14/06/2021 13:44,video,dogs,positive,30
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27/12/2020 17:04,video,dogs,negative,15
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/02/2021 03:51,video,dogs,negative,15
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,07/12/2020 19:07,video,dogs,positive,30
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28/12/2020 08:31,video,dogs,positive,30
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26/10/2020 05:27,video,dogs,positive,30
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26/09/2020 18:43,video,dogs,negative,12
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25/11/2020 13:01,video,dogs,negative,15
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/07/2020 05:51,video,dogs,positive,60
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19/03/2021 16:23,video,dogs,positive,60
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11/10/2020 18:31,video,dogs,positive,30
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,02/11/2020 20:15,video,dogs,positive,60
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,01/10/2020 03:35,video,dogs,positive,70
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11/02/2021 20:10,video,dogs,negative,0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,07/02/2021 15:59,video,dogs,positive,70
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17/10/2020 11:46,video,dogs,negative,5
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,09/08/2020 19:41,video,dogs,positive,50
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,01/02/2021 02:40,video,dogs,positive,65
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30/01/2021 09:36,video,dogs,positive,72
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31/03/2021 15:24,video,technology,positive,70
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,05/02/2021 17:00,video,technology,positive,75
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19/02/2021 16:29,video,technology,positive,60
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25/07/2020 00:00,video,technology,negative,12
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,13/07/2020 02:38,photo,soccer,positive,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13/01/2021 13:11,photo,soccer,neutral,20
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,02/01/2021 16:46,photo,soccer,negative,12
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26/11/2020 02:25,photo,soccer,positive,45
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,25/08/2020 19:18,photo,soccer,positive,70
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,01/02/2021 00:15,photo,soccer,negative,5
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,04/06/2021 14:36,photo,soccer,positive,65
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,19/08/2020 13:38,photo,soccer,positive,72
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22/04/2021 02:08,photo,soccer,positive,70
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,26/06/2020 10:33,photo,soccer,positive,75
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,15/08/2020 18:16,photo,soccer,positive,50
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,26/11/2020 13:42,photo,soccer,positive,65
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,14/04/2021 00:56,photo,public speaking,positive,70
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,21/07/2020 21:27,photo,public speaking,neutral,20
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,29/03/2021 06:57,photo,public speaking,negative,10
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,20/05/2021 16:11,photo,public speaking,positive,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,02/11/2020 06:09,photo,public speaking,positive,50
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,24/10/2020 15:37,photo,public speaking,neutral,20
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,07/09/2020 14:42,photo,public speaking,positive,60
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,04/03/2021 02:46,photo,public speaking,negative,15
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,07/01/2021 14:08,photo,public speaking,positive,72
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,06/07/2020 11:18,photo,public speaking,neutral,35
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,27/03/2021 04:56,photo,public speaking,positive,50
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/11/2020 21:25,photo,public speaking,positive,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,22/08/2020 01:25,photo,public speaking,positive,70
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,14/06/2021 11:45,photo,public speaking,neutral,35
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,15/07/2020 19:28,photo,public speaking,negative,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,21/03/2021 14:39,photo,public speaking,positive,45
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,07/04/2021 03:15,photo,public speaking,positive,75
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,24/04/2021 06:56,photo,public speaking,positive,70
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,30/09/2020 14:05,photo,public speaking,positive,60
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,19/07/2020 19:28,photo,public speaking,positive,60
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,21/01/2021 07:08,photo,public speaking,negative,15
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,31/01/2021 13:48,photo,public speaking,negative,15
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,24/12/2020 03:24,photo,public speaking,negative,5
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,27/05/2021 01:44,photo,public speaking,negative,0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,13/02/2021 04:14,photo,public speaking,negative,0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,14/07/2020 04:36,photo,public speaking,positive,72
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,15/07/2020 16:03,photo,public speaking,negative,10
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,08/10/2020 17:23,photo,public speaking,positive,50
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,12/11/2020 23:55,photo,public speaking,positive,60
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,21/02/2021 05:01,photo,public speaking,positive,70
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,09/07/2020 08:58,photo,public speaking,positive,45
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,26/06/2020 23:45,photo,public speaking,positive,72
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,20/11/2020 13:18,photo,public speaking,negative,12
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,29/05/2021 21:34,photo,public speaking,positive,50
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,22/02/2021 02:48,photo,public speaking,neutral,20
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07/01/2021 18:39,photo,public speaking,negative,15
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,01/10/2020 15:10,photo,public speaking,positive,72
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,21/11/2020 08:24,photo,public speaking,negative,5
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,15/04/2021 13:50,photo,public speaking,negative,15
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,30/06/2020 01:14,photo,public speaking,positive,65
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,01/12/2020 15:06,photo,public speaking,positive,70
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,07/11/2020 00:47,photo,public speaking,negative,15
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,30/06/2020 13:08,GIF,science,positive,75
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,04/08/2020 03:09,GIF,science,positive,60
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,28/07/2020 07:01,GIF,science,positive,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,25/10/2020 02:39,GIF,science,positive,75
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,05/07/2020 03:37,GIF,science,negative,12
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,28/04/2021 15:16,GIF,science,positive,70
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,31/01/2021 00:54,GIF,science,neutral,20
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,29/08/2020 11:37,GIF,science,positive,72
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,15/10/2020 12:09,GIF,science,positive,45
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,02/08/2020 21:20,GIF,science,positive,65
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,31/10/2020 21:46,GIF,science,negative,15
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,12/10/2020 09:40,GIF,science,positive,60
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020 12:22,GIF,science,positive,70
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,09/01/2021 16:37,GIF,science,positive,50
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,23/08/2020 04:39,GIF,science,negative,5
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,22/12/2020 04:20,GIF,science,positive,65
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,07/11/2020 08:49,GIF,science,negative,0
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,17/04/2021 22:45,GIF,science,positive,72
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,21/04/2021 00:21,GIF,science,negative,15
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,19/07/2020 10:33,GIF,science,positive,45
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,06/07/2020 02:08,GIF,science,positive,45
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,26/03/2021 05:42,GIF,science,positive,65
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,13/09/2020 11:24,GIF,tennis,positive,70
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,28/01/2021 21:06,GIF,tennis,negative,12
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,20/01/2021 01:15,GIF,tennis,neutral,20
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,03/09/2020 01:15,GIF,tennis,positive,75
